Merkmal_IDs;Merkmal_ID;Merkmalbezeichnung;Datentyp;Klassifikationssystem_ID
EAB368;EAB368f001;Bicolor;logisch;pc-5.1
EAB369;EAB369f001;Bohrabstand;numerisch;pc-5.1
EAB370;EAB370f001;Anzahl Bohrung;numerisch;pc-5.1
EAB371;EAB371f001;Mit Wulst;logisch;pc-5.1
EAB372;EAB372f001;Kopfbreite;numerisch;pc-5.1
EAB373;EAB373f001;Mit Ring;logisch;pc-5.1
EAB374;EAB374f001;Schlüsselweite Ring;numerisch;pc-5.1
EAB375;EAB375f001;Ausführung Ring;alphanumerisch;pc-5.1
EAB376;EAB376f001;Gesamtlänge (in Zoll);alphanumerisch;pc-5.1
EAB377;EAB377f001;Mit Huthaken;logisch;pc-5.1
EAB378;EAB378f001;Für Innentür;logisch;pc-5.1
EAB379;EAB379f001;Für Außentür;logisch;pc-5.1
EAB380;EAB380f001;Steigband;logisch;pc-5.1
EAB381;EAB381f001;Mit Dichtung;logisch;pc-5.1
EAB382;EAB382f001;Bandverstellbarkeit;logisch;pc-5.1
EAB383;EAB383f001;Verstellbar;alphanumerisch;pc-5.1
EAB384;EAB384f001;Anti-Panik;logisch;pc-5.1
EAB385;EAB385f001;Glastürgeeignet;logisch;pc-5.1
EAB386;EAB386f001;Anzahl vorgerichtet für Profilzylinder;numerisch;pc-5.1
EAB387;EAB387f001;Strahlenschutztür geeignet;logisch;pc-5.1
EAB388;EAB388f001;Feuchtraumtür geeignet;logisch;pc-5.1
EAB389;EAB389f001;Vierkantnuss;alphanumerisch;pc-5.1
EAB390;EAB390f001;Material (Rolle/Riegel);alphanumerisch;pc-5.1
EAB391;EAB391f001;Material (Riegel);alphanumerisch;pc-5.1
EAB392;EAB392f001;Schwere Ausführung;logisch;pc-5.1
EAB393;EAB393f001;Material Schlosskörper;alphanumerisch;pc-5.1
EAB395;EAB395f001;Mit Kunststoffgriff;logisch;pc-5.1
EAB396;EAB396f001;Auswechselbarer Dorn;logisch;pc-5.1
EAB397;EAB397f001;Steckerform;alphanumerisch;pc-5.1
EAB398;EAB398f001;Min. AWG-Querschnitt;numerisch;pc-5.1
EAB399;EAB399f001;Max. AWG-Querschnitt;numerisch;pc-5.1
EAB400;EAB400f001;Kabeltyp;alphanumerisch;pc-5.1
EAB401;EAB401f001;Innenkleber;logisch;pc-5.1
EAB402;EAB402f001;Leiterdurchmesser;numerisch;pc-5.1
EAB403;EAB403f001;Schrumpfverhältnis;alphanumerisch;pc-5.1
EAB404;EAB404f001;Brenndauer;numerisch;pc-5.1
EAB405;EAB405f001;Spiegel auswechselbar;logisch;pc-5.1
EAB406;EAB406f001;Vergrößerung;logisch;pc-5.1
EAB407;EAB407f001;Beleuchtung;logisch;pc-5.1
EAB408;EAB408f001;Einbauhilfe;alphanumerisch;pc-5.1
EAB409;EAB409f001;Rollen;alphanumerisch;pc-5.1
EAB410;EAB410f001;Teleskopgriff;logisch;pc-5.1
EAB411;EAB411f001;Lackiert;logisch;pc-5.1
EAB412;EAB412f001;Mit Konus;logisch;pc-5.1
EAB413;EAB413f001;Mit konischem Metallgewinde;logisch;pc-5.1
EAB414;EAB414f001;Mit Kunststoffüberzug;logisch;pc-5.1
EAB416;EAB416f001;Für min. Werkstück-Durchmesser;numerisch;pc-5.1
EAB417;EAB417f001;Für max. Werkstück-Durchmesser;numerisch;pc-5.1
EAB418;EAB418f001;Luftbedarf pro Schlag;numerisch;pc-5.1
EAB419;EAB419f001;Für min. Düse;numerisch;pc-5.1
EAB420;EAB420f001;Für max. Düse;numerisch;pc-5.1
EAB421;EAB421f001;Aplanatische Ausführung;logisch;pc-5.1
EAB422;EAB422f001;Geprüfte Zugfestigkeit der Klebeverbindung Band/Hülse;numerisch;pc-5.1
EAB424;EAB424f001;Für Hammergewicht;numerisch;pc-5.1
EAB425;EAB425f001;Anzahl der Blätter;numerisch;pc-5.1
EAB426;EAB426f001;Kleinstes Blatt;numerisch;pc-5.1
EAB427;EAB427f001;Größtes Blatt;numerisch;pc-5.1
EAB428;EAB428f001;Messbereich/Skalenlänge;numerisch;pc-5.1
EAB429;EAB429f001;Asphärische Ausführung;logisch;pc-5.1
EAB432;EAB432f001;Maß A;numerisch;pc-5.1
EAB433;EAB433f001;Maß D;numerisch;pc-5.1
EAB434;EAB434f001;Maß d1;numerisch;pc-5.1
EAB435;EAB435f001;Maß d2;numerisch;pc-5.1
EAB436;EAB436f001;Maß X1;numerisch;pc-5.1
EAB437;EAB437f001;Maß b;numerisch;pc-5.1
EAB438;EAB438f001;Maß h max.;numerisch;pc-5.1
EAB439;EAB439f001;Maß h min.;numerisch;pc-5.1
EAB440;EAB440f001;Maß l;numerisch;pc-5.1
EAB441;EAB441f001;Maß L max.;numerisch;pc-5.1
EAB442;EAB442f001;Für min. Muttern-Außendurchmesser;numerisch;pc-5.1
EAB443;EAB443f001;Für max. Muttern-Außendurchmesser;numerisch;pc-5.1
EAB444;EAB444f001;Anzahl der Reihen;numerisch;pc-5.1
EAB445;EAB445f001;Kreuzverzahnung (nach DIN MX);logisch;pc-5.1
EAB446;EAB446f001;Gestellfarbe;alphanumerisch;pc-5.1
EAB447;EAB447f001;Min. Arbeitsbereich Flachkabel;numerisch;pc-5.1
EAB448;EAB448f001;Max. Arbeitsbereich Flachkabel;numerisch;pc-5.1
EAB449;EAB449f001;Min. Arbeitsbereich Rundkabel;numerisch;pc-5.1
EAB450;EAB450f001;Max. Arbeitsbereich Rundkabel;numerisch;pc-5.1
EAB451;EAB451f001;Für min. Kabeldurchmesser;numerisch;pc-5.1
EAB452;EAB452f001;Für max. Kabeldurchmesser;numerisch;pc-5.1
EAB453;EAB453f001;DIN-Sicherheitsstufe;numerisch;pc-5.1
EAB456;EAB456f001;Behältergröße;numerisch;pc-5.1
EAB457;EAB457f001;Ausgleich von;numerisch;pc-5.1
EAB458;EAB458f001;Ausgleich auf;numerisch;pc-5.1
EAB459;EAB459f001;Unkonzentriert einsetzbar bis;numerisch;pc-5.1
EAB461;EAB461f001;Geeignet für Diesel;logisch;pc-5.1
EAB462;EAB462f001;Geeignet für Benzin;logisch;pc-5.1
EAB463;EAB463f001;Mit Rückschlagventil;logisch;pc-5.1
EAB464;EAB464f001;Volumen des Staubfangbehälters;numerisch;pc-5.1
EAB465;EAB465f001;Höhe mit Rollen;numerisch;pc-5.1
EAB466;EAB466f001;Vierkant;numerisch;pc-5.1
EAB468;EAB468f001;Min. Druck;numerisch;pc-5.1
EAB469;EAB469f001;Max. Druck;numerisch;pc-5.1
EAB470;EAB470f001;Max. Ringlänge ca.;numerisch;pc-5.1
EAB471;EAB471f001;Min. Ringlänge ca.;numerisch;pc-5.1
EAB473;EAB473f001;Min. Ringgewicht ca.;numerisch;pc-5.1
EAB474;EAB474f001;Max. Ringgewicht ca.;numerisch;pc-5.1
EAB475;EAB475f001;Viskositätsleistung;numerisch;pc-5.1
EAB476;EAB476f001;Für min. Inhalt;numerisch;pc-5.1
EAB477;EAB477f001;Für max. Inhalt;numerisch;pc-5.1
EAB479;EAB479f001;Passend für Rundfässer;logisch;pc-5.1
EAB481;EAB481f001;Gleiter je Karte;numerisch;pc-5.1
EAB482;EAB482f001;Eisen-Sägeblatt;logisch;pc-5.1
EAB483;EAB483f001;Universal-Sägeblatt;logisch;pc-5.1
EAB484;EAB484f001;Tragfähigkeit ca.;numerisch;pc-5.1
EAB485;EAB485f001;Wellenschliffmesser für Filamentband;logisch;pc-5.1
EAB487;EAB487f001;Metrisches Maß M;numerisch;pc-5.1
EAB489;EAB489f001;Innere Länge;numerisch;pc-5.1
EAB490;EAB490f001;Zahnung in mm;alphanumerisch;pc-5.1
EAB491;EAB491f001;Nenngröße in Zoll;numerisch;pc-5.1
EAB492;EAB492f002;Maße;alphanumerisch;pc-5.1
EAB493;EAB493f001;Max. Durchmesser der Aufnahmen;numerisch;pc-5.1
EAB494;EAB494f001;L-Form;logisch;pc-5.1
EAB495;EAB495f001;Mit Abheftstreifen;logisch;pc-5.1
EAB496;EAB496f001;Geeignet für Tonnengröße;numerisch;pc-5.1
EAB497;EAB497f001;Skala;alphanumerisch;pc-5.1
EAB498;EAB498f001;Geeignet für Müllsackgröße;numerisch;pc-5.1
EAB499;EAB499f001;Teflonbeschichtet;logisch;pc-5.1
EAB500;EAB500f001;Vernickelt;logisch;pc-5.1
EAB501;EAB501f001;Anzahl der Fasen;numerisch;pc-5.1
EAB502;EAB502f001;Maß d4;numerisch;pc-5.1
EAB503;EAB503f001;Maß h3;numerisch;pc-5.1
EAB504;EAB504f002;Min. Lichte Höhe;numerisch;pc-5.1
EAB505;EAB505f001;Max. Lichte Höhe;numerisch;pc-5.1
EAB506;EAB506f001;Längeres Maß;numerisch;pc-5.1
EAB507;EAB507f001;Kürzeres Maß;numerisch;pc-5.1
EAB508;EAB508f001;Für Hohlschaftkegel;numerisch;pc-5.1
EAB509;EAB509f001;Für Morsekegel;alphanumerisch;pc-5.1
EAB510;EAB510f001;Typ;numerisch;pc-5.1
EAB511;EAB511f002;Min. Viskosität;numerisch;pc-5.1
EAB512;EAB512f001;Max. Viskosität;numerisch;pc-5.1
EAB513;EAB513f001;Nutwangenstärke;numerisch;pc-5.1
EAB514;EAB514f001;Größe Außengewinde in Zoll;alphanumerisch;pc-5.1
EAB515;EAB515f001;Grundausstattung in Zoll;alphanumerisch;pc-5.1
EAB516;EAB516f001;Geeignet für Spender;logisch;pc-5.1
EAB517;EAB517f002;Mit Prägung;logisch;pc-5.1
EAB518;EAB518f001;Blattzahl;numerisch;pc-5.1
EAB519;EAB519f001;Im Koffer;logisch;pc-5.1
EAB520;EAB520f001;Druckscherfestigkeit;numerisch;pc-5.1
EAB521;EAB521f001;Blasgeschwindigkeit;numerisch;pc-5.1
EAB522;EAB522f001;Langer Schenkel;numerisch;pc-5.1
EAB523;EAB523f001;Kurzer Schenkel;numerisch;pc-5.1
EAB524;EAB524f001;Querschnitt ca.;alphanumerisch;pc-5.1
EAB525;EAB525f001;Mit festem Stahlstift;logisch;pc-5.1
EAB526;EAB526f001;Mit festem Messingstift;logisch;pc-5.1
EAB527;EAB527f001;Für harten Draht bis max.;numerisch;pc-5.1
EAB528;EAB528f001;Für mittelharten Draht bis max.;numerisch;pc-5.1
EAB529;EAB529f001;Für weichen Draht bis max.;numerisch;pc-5.1
EAB531;EAB531f001;Spulengewicht;numerisch;pc-5.1
EAB533;EAB533f001;Universallot;logisch;pc-5.1
EAB534;EAB534f001;Normalgestänge;logisch;pc-5.1
EAB535;EAB535f001;Mit Abschaltung;logisch;pc-5.1
EAB536;EAB536f001;Zweitourig schließend;logisch;pc-5.1
EAB537;EAB537f001;Funk-Ausführung;logisch;pc-5.1
EAB538;EAB538f001;Spitzenreinigungsschwamm;logisch;pc-5.1
EAB539;EAB539f001;Trockenschwamm;logisch;pc-5.1
EAB540;EAB540f001;Mit Abdeckrand;logisch;pc-5.1
EAB541;EAB541f001;Duftart;alphanumerisch;pc-5.1
EAB542;EAB542f001;Mit Druckluftkupplung;logisch;pc-5.1
EAB543;EAB543f001;Geeignet für Kastengröße SB;numerisch;pc-5.1
EAB544;EAB544f001;Mit Doppeltbartschloss;logisch;pc-5.1
EAB545;EAB545f001;Mit elektronischem Zahlenschloss;logisch;pc-5.1
EAB546;EAB546f001;Geeignet für Behältergröße;numerisch;pc-5.1
EAB547;EAB547f001;Konus;alphanumerisch;pc-5.1
EAB548;EAB548f001;Maß b2;numerisch;pc-5.1
EAB549;EAB549f001;Maß b3;numerisch;pc-5.1
EAB550;EAB550f001;Maß b4;numerisch;pc-5.1
EAB552;EAB552f001;Maß l3;numerisch;pc-5.1
EAB553;EAB553f001;Rahmenfarbe;alphanumerisch;pc-5.1
EAB554;EAB554f001;Tafelfarbe;alphanumerisch;pc-5.1
EAB555;EAB555f001;Kleinste Schlüsselweite;numerisch;pc-5.1
EAB556;EAB556f001;Größte Schlüsselweite;numerisch;pc-5.1
EAB557;EAB557f001;Kleinste Schlüsselweite in Zoll;numerisch;pc-5.1
EAB558;EAB558f001;Größte Schlüsselweite in Zoll;numerisch;pc-5.1
EAB559;EAB559f001;Lange Schenkellänge;numerisch;pc-5.1
EAB560;EAB560f001;Kurze Schenkellänge;numerisch;pc-5.1
EAB561;EAB561f001;Kleinste Abmessung;numerisch;pc-5.1
EAB562;EAB562f001;Größte Abmessung;numerisch;pc-5.1
EAB563;EAB563f001;Für min. Türstärke;numerisch;pc-5.1
EAB564;EAB564f001;Für max. Türstärke;numerisch;pc-5.1
EAB565;EAB565f001;Vergrößerungsfaktor;numerisch;pc-5.1
EAB566;EAB566f001;Mit Binokulartubus;logisch;pc-5.1
EAB567;EAB567f001;Achromatisch;logisch;pc-5.1
EAB568;EAB568f001;Mit Einsatzlinse;logisch;pc-5.1
EAB569;EAB569f001;Für Kastengröße;alphanumerisch;pc-5.1
EAB570;EAB570f001;Umsetzungsverhältnis 1/x;numerisch;pc-5.1
EAB571;EAB571f001;Kabelquerschnitt;numerisch;pc-5.1
EAB572;EAB572f001;Max. Elektrodendurchmesser;numerisch;pc-5.1
EAB573;EAB573f001;SG;alphanumerisch;pc-5.1
EAB575;EAB575f001;Mit Klappschnalle;logisch;pc-5.1
EAB576;EAB576f001;Lager;alphanumerisch;pc-5.1
EAB577;EAB577f001;Farbbandkassette;logisch;pc-5.1
EAB578;EAB578f001;Schriftfarbe;alphanumerisch;pc-5.1
EAB579;EAB579f001;Bandfarbe;alphanumerisch;pc-5.1
EAB580;EAB580f001;Tragfähigkeit je Boden;numerisch;pc-5.1
EAB581;EAB581f001;Durchmesser Einsteckzapfen;numerisch;pc-5.1
EAB582;EAB582f001;Geeignet für Formate;alphanumerisch;pc-5.1
EAB583;EAB583f001;Zahlenschloss;logisch;pc-5.1
EAB584;EAB584f001;Leuchtfarben;logisch;pc-5.1
EAB585;EAB585f001;Für Schlosskasten;numerisch;pc-5.1
EAB586;EAB586f001;Max. Umdrehungszahl;numerisch;pc-5.1
EAB587;EAB587f001;Empfohlene Drehzahl;numerisch;pc-5.1
EAB588;EAB588f001;Für Profil;numerisch;pc-5.1
EAB589;EAB589f001;Mit Stiel;logisch;pc-5.1
EAB590;EAB590f001;Maß längere Seite;numerisch;pc-5.1
EAB591;EAB591f001;Maß kürzere Seite;numerisch;pc-5.1
EAB592;EAB592f001;Raumthermostat eingebaut;logisch;pc-5.1
EAB593;EAB593f001;Absicherung bauseitig;numerisch;pc-5.1
EAB595;EAB595f001;Nennmaß der Nute bei Maschine;numerisch;pc-5.1
EAB596;EAB596f001;Nennmaß der Nute bei Vorrichtung;numerisch;pc-5.1
EAB598;EAB598f001;Durchmesser Gasaustritt;numerisch;pc-5.1
EAB599;EAB599f001;Außenhöhe;numerisch;pc-5.1
EAB600;EAB600f001;Innenbreite;numerisch;pc-5.1
EAB601;EAB601f001;Innenhöhe;numerisch;pc-5.1
EAB602;EAB602f001;Innentiefe;numerisch;pc-5.1
EAB603;EAB603f001;Gebindegröße;numerisch;pc-5.1
EAB604;EAB604f001;Min. Gasbetriebsdruck;numerisch;pc-5.1
EAB605;EAB605f001;Max. Gasbetriebsdruck;numerisch;pc-5.1
EAB606;EAB606f001;Max. Gasdurchsatz pro h;numerisch;pc-5.1
EAB607;EAB607f001;Maß;numerisch;pc-5.1
EAB608;EAB608f001;Min. Einsatzfeuchtigkeitsbereich;numerisch;pc-5.1
EAB609;EAB609f001;Max. Einsatzfeuchtigkeitsbereich;numerisch;pc-5.1
EAB610;EAB610f001;Entfeuchtungsleistung;numerisch;pc-5.1
EAB612;EAB612f001;Länge des Nagels;numerisch;pc-5.1
EAB613;EAB613f001;Aufnahmekapazität pro Tuch;numerisch;pc-5.1
EAB614;EAB614f001;Nennmaßtoleranz 1;alphanumerisch;pc-5.1
EAB615;EAB615f001;Nennmaßtoleranz 2;alphanumerisch;pc-5.1
EAB616;EAB616f001;Paar Toleranz tp1;numerisch;pc-5.1
EAB617;EAB617f001;Paar Toleranz tp2;numerisch;pc-5.1
EAB618;EAB618f001;Satzinhalt/Paar;numerisch;pc-5.1
EAB619;EAB619f001;Durchmesser passender Sicherungsring;numerisch;pc-5.1
EAB620;EAB620f001;Durchmesser passender Sicherungsstift;numerisch;pc-5.1
EAB621;EAB621f001;Achtreihig;logisch;pc-5.1
EAB623;EAB623f001;Mit Beleuchtung;logisch;pc-5.1
EAB624;EAB624f001;Geeignet für Anzahl Bohrer;numerisch;pc-5.1
EAB625;EAB625f001;Mit Bügel;logisch;pc-5.1
EAB626;EAB626f001;Oberer Durchmesser;numerisch;pc-5.1
EAB627;EAB627f001;Unterer Durchmesser;numerisch;pc-5.1
EAB628;EAB628f001;Tragfähigkeit;numerisch;pc-5.1
EAB629;EAB629f001;Einfahrhöhe EH;numerisch;pc-5.1
EAB630;EAB630f001;Einfahrbreite Stirnseite;numerisch;pc-5.1
EAB631;EAB631f001;Mit Schrauben;logisch;pc-5.1
EAB632;EAB632f001;Art des Ersatzteils;alphanumerisch;pc-5.1
EAB633;EAB633f001;Jahr;numerisch;pc-5.1
EAB634;EAB634f001;Max. zulässiger Betriebsdruck bei 20 °C;numerisch;pc-5.1
EAB635;EAB635f001;Ist-Maß;numerisch;pc-5.1
EAB636;EAB636f001;Soll-Maß;numerisch;pc-5.1
EAB637;EAB637f001;Grobporig;logisch;pc-5.1
EAB638;EAB638f001;Trommel-Drehzahl;numerisch;pc-5.1
EAB639;EAB639f001;Haltekraft F1;numerisch;pc-5.1
EAB640;EAB640f001;Haltekraft F2;numerisch;pc-5.1
EAB642;EAB642f001;Für Stahlhalterkopf;alphanumerisch;pc-5.1
EAB643;EAB643f001;Zoll-Abmessung;alphanumerisch;pc-5.1
EAB644;EAB644f001;Vierkant 6 mm;logisch;pc-5.1
EAB645;EAB645f001;Vierkant 8 mm;logisch;pc-5.1
EAB646;EAB646f001;Geeignet für Benzinmotorsäge;logisch;pc-5.1
EAB647;EAB647f001;Geeignet für Elektromotorsäge;logisch;pc-5.1
EAB648;EAB648f001;Geeignet für Kunststoffspritze;logisch;pc-5.1
EAB649;EAB649f001;Geeignet für Metallspritze;logisch;pc-5.1
EAB651;EAB651f001;Max. Spaltgutlänge;numerisch;pc-5.1
EAB652;EAB652f001;Max. Spaltgutdurchmesser;numerisch;pc-5.1
EAB653;EAB653f001;Vorlaufgeschwindigkeit;numerisch;pc-5.1
EAB654;EAB654f001;Für Stift;numerisch;pc-5.1
EAB655;EAB655f001;Tandem-Bereifung;logisch;pc-5.1
EAB656;EAB656f001;Max. Krallenöffnung;numerisch;pc-5.1
EAB657;EAB657f001;Länge der flexiblen Welle;numerisch;pc-5.1
EAB658;EAB658f001;Min. Vergleichsbereich Ra;numerisch;pc-5.1
EAB659;EAB659f001;Max. Vergleichsbereich Ra;numerisch;pc-5.1
EAB660;EAB660f001;Für Durchmesser dg 7 mm;numerisch;pc-5.1
EAB661;EAB661f001;Maß t;numerisch;pc-5.1
EAB662;EAB662f001;Durchmesser d H7;numerisch;pc-5.1
EAB663;EAB663f001;Höhe über Flur;numerisch;pc-5.1
EAB664;EAB664f001;Durchmesser oben;numerisch;pc-5.1
EAB665;EAB665f001;Durchmesser unten;numerisch;pc-5.1
EAB666;EAB666f001;Gewinde in Zoll;alphanumerisch;pc-5.1
EAB667;EAB667f001;Geeignet für Fassgröße;numerisch;pc-5.1
EAB668;EAB668f001;Max. Hitzeschutz Dauerbelastung;numerisch;pc-5.1
EAB669;EAB669f001;Max. Hitzeschutz kurzfristig;numerisch;pc-5.1
EAB670;EAB670f001;Geeignet für Bottichgröße;numerisch;pc-5.1
EAB671;EAB671f002;1 Zeigerumdrehung entspricht;numerisch;pc-5.1
EAB672;EAB672f001;Für Ventilstutzen R;alphanumerisch;pc-5.1
EAB673;EAB673f001;Durchmesser metrisch;numerisch;pc-5.1
EAB674;EAB674f001;Lauflänge per 100 kg;numerisch;pc-5.1
EAB675;EAB675f001;Anzahl der CEE-Steckdosen;numerisch;pc-5.1
EAB676;EAB676f001;Anzahl der Schuko-Steckdosen;numerisch;pc-5.1
EAB677;EAB677f001;Aufdruck;alphanumerisch;pc-5.1
EAB678;EAB678f001;Schraublochentfernung;numerisch;pc-5.1
EAB679;EAB679f002;Maß b1;numerisch;pc-5.1
EAB680;EAB680f001;Maß c;numerisch;pc-5.1
EAB681;EAB681f001;Maß h1;numerisch;pc-5.1
EAB682;EAB682f002;Maß L1;numerisch;pc-5.1
EAB683;EAB683f001;Mit Flügelschrauben;logisch;pc-5.1
EAB684;EAB684f001;Schneidenhärte HRc;numerisch;pc-5.1
EAB685;EAB685f001;DIN ISO 5745;logisch;pc-5.1
EAB686;EAB686f001;Griff-Form;alphanumerisch;pc-5.1
EAB687;EAB687f001;Länge ohne Haken und Öse;numerisch;pc-5.1
EAB691;EAB691f001;Länge der Zuleitung;numerisch;pc-5.1
EAB695;EAB695f001;Kröpfung;alphanumerisch;pc-5.1
EAB696;EAB696f001;Stechbreite;numerisch;pc-5.1
EAB697;EAB697f001;Mit Isolation;logisch;pc-5.1
EAB698;EAB698f001;Mit Aussparung;logisch;pc-5.1
EAB699;EAB699f001;Schlüsselweite;alphanumerisch;pc-5.1
EAB700;EAB700f001;Max. Festigkeit;numerisch;pc-5.1
EAB701;EAB701f001;Kältebeständigkeit;numerisch;pc-5.1
EAB702;EAB702f001;Lackverträglichkeit;alphanumerisch;pc-5.1
EAB703;EAB703f001;Spaltmaß;numerisch;pc-5.1
EAB704;EAB704f001;Flammhemmend;logisch;pc-5.1
EAB705;EAB705f001;Teildurchlässig;logisch;pc-5.1
EAB706;EAB706f001;Ausklinkbar;logisch;pc-5.1
EAB707;EAB707f001;Schweißbar;logisch;pc-5.1
EAB708;EAB708f001;Min. Härte;numerisch;pc-5.1
EAB709;EAB709f001;Max. Härte;numerisch;pc-5.1
EAB710;EAB710f001;Falzhöhe;numerisch;pc-5.1
EAB711;EAB711f001;Anschlagluft;numerisch;pc-5.1
EAB712;EAB712f001;Nuthöhe;numerisch;pc-5.1
EAB713;EAB713f001;Haustürdichtung;logisch;pc-5.1
EAB714;EAB714f001;Zimmertürdichtung;logisch;pc-5.1
EAB715;EAB715f001;Fallenart;alphanumerisch;pc-5.1
EAB716;EAB716f001;Ausführung (Stulp);alphanumerisch;pc-5.1
EAB717;EAB717f001;Ausführung (Falle/Riegel);alphanumerisch;pc-5.1
EAB718;EAB718f001;Ziehgriff;logisch;pc-5.1
EAB719;EAB719f001;Rohrrahmenschloss;logisch;pc-5.1
EAB720;EAB720f001;Schließungsart Riegel;alphanumerisch;pc-5.1
EAB721;EAB721f001;Anzahl Zusatzfallenschloss;numerisch;pc-5.1
EAB722;EAB722f001;Zusatzfallenschloss;logisch;pc-5.1
EAB723;EAB723f001;Stulpform;alphanumerisch;pc-5.1
EAB724;EAB724f001;Anti-Panik Funktion;alphanumerisch;pc-5.1
EAB725;EAB725f001;Anzahl Verriegelungen;numerisch;pc-5.1
EAB726;EAB726f001;Abgesetzte Falle;logisch;pc-5.1
EAB727;EAB727f001;Selbstverriegelnd;logisch;pc-5.1
EAB728;EAB728f001;Bügelinnenmaß;numerisch;pc-5.1
EAB729;EAB729f001;Gehäusebreite;numerisch;pc-5.1
EAB730;EAB730f001;Gleichschließend;logisch;pc-5.1
EAB731;EAB731f001;Sperrbügel;logisch;pc-5.1
EAB732;EAB732f002;Max. Türblattbreite;numerisch;pc-5.1
EAB733;EAB733f002;Min. Türblattbreite;numerisch;pc-5.1
EAB734;EAB734f001;Profilzylinder;logisch;pc-5.1
EAB735;EAB735f001;Anzahl Gelenke;numerisch;pc-5.1
EAB736;EAB736f001;Verdeckte Verschraubung;logisch;pc-5.1
EAB737;EAB737f001;Innenzylinder;logisch;pc-5.1
EAB738;EAB738f001;Kette;logisch;pc-5.1
EAB739;EAB739f001;Für Doppelflügel;logisch;pc-5.1
EAB740;EAB740f001;Schnittwinkel;numerisch;pc-5.1
EAB741;EAB741f001;Art;alphanumerisch;pc-5.1
EAB742;EAB742f001;Einteilung;logisch;pc-5.1
EAB743;EAB743f001;Einteilung;alphanumerisch;pc-5.1
EAB746;EAB746f001;Min. Bemessungsfrequenz;numerisch;pc-5.1
EAB747;EAB747f001;Max. Bemessungsfrequenz;numerisch;pc-5.1
EAB750;EAB750f001;Geeignet für Außengebrauch;logisch;pc-5.1
EAB752;EAB752f001;Art der Dimmung;alphanumerisch;pc-5.1
EAB753;EAB753f001;Min. Bemessungsspannung;numerisch;pc-5.1
EAB754;EAB754f001;Max. Bemessungsspannung;numerisch;pc-5.1
EAB755;EAB755f001;Ausgangsspannung;numerisch;pc-5.1
EAB756;EAB756f001;Anzahl der LEDs;numerisch;pc-5.1
EAB757;EAB757f001;Min. Ausgangsleistung;numerisch;pc-5.1
EAB758;EAB758f001;Max. Ausgangsleistung;numerisch;pc-5.1
EAB760;EAB760f001;Max. Leistung;numerisch;pc-5.1
EAB761;EAB761f001;Anschlussart Primärseite;alphanumerisch;pc-5.1
EAB762;EAB762f001;Anschlussart Sekundärseite;alphanumerisch;pc-5.1
EAB763;EAB763f001;Werkstoff Leitungshalter;alphanumerisch;pc-5.1
EAB765;EAB765f001;Isolierstrecke;numerisch;pc-5.1
EAB774;EAB774f001;Dauerspannung AC;numerisch;pc-5.1
EAB775;EAB775f001;Bemessungsspannung AC;numerisch;pc-5.1
EAB776;EAB776f001;Kriechweg;numerisch;pc-5.1
EAB777;EAB777f001;Anzeige am Gerät;alphanumerisch;pc-5.1
EAB778;EAB778f001;Auswertung;alphanumerisch;pc-5.1
EAB779;EAB779f001;Anzahl der Staberder/Tiefenerder;numerisch;pc-5.1
EAB780;EAB780f001;Anzahl der Erdanschlussklemmen;numerisch;pc-5.1
EAB781;EAB781f001;Anzahl der Erdungsrohrschellen;numerisch;pc-5.1
EAB782;EAB782f001;Anzahl der Rundleiter/Draht für Blitzschutz;numerisch;pc-5.1
EAB783;EAB783f001;Anzahl der Fangeinrichtungen für Blitzschutz;numerisch;pc-5.1
EAB784;EAB784f001;Anzahl der Erdeinführungsstangen für Blitzschutz;numerisch;pc-5.1
EAB785;EAB785f001;Anzahl der Dachleitungshalter für Blitzschutz;numerisch;pc-5.1
EAB786;EAB786f001;Anzahl der Leitungshalter für Blitzschutz;numerisch;pc-5.1
EAB787;EAB787f001;Anzahl der Stangenhalter für Blitzschutz;numerisch;pc-5.1
EAB788;EAB788f001;Anzahl der Distanzhalter für Blitzschutz;numerisch;pc-5.1
EAB789;EAB789f001;Anzahl der Schutz-/Trennfunkenstrecken für Blitzschutz;numerisch;pc-5.1
EAB790;EAB790f001;Anzahl der Rohrschellen für Blitzschutz;numerisch;pc-5.1
EAB791;EAB791f001;Anzahl der Trennklemmen für Blitzschutz;numerisch;pc-5.1
EAB792;EAB792f001;Anzahl der Anschlussklemmen für Blitzschutz;numerisch;pc-5.1
EAB793;EAB793f001;Anzahl der Verbinder für Blitzschutz;numerisch;pc-5.1
EAB794;EAB794f001;Anzahl der Erdungsplatten;numerisch;pc-5.1
EAB795;EAB795f001;Anzahl der Anschlussklemmen für Stab-/Tiefenerder;numerisch;pc-5.1
EAB796;EAB796f001;Anzahl der Flachleiter/Band für Blitzschutz;numerisch;pc-5.1
EAB797;EAB797f001;Anzahl der Potenzialausgleich-Schienen;numerisch;pc-5.1
EAB798;EAB798f001;Anzahl der Metallseile;numerisch;pc-5.1
EAB799;EAB799f001;Anzahl der Erdungsfestpunkte;numerisch;pc-5.1
EAB800;EAB800f001;Anzahl der Sockel für Fangeinrichtung Blitzschutz;numerisch;pc-5.1
EAB801;EAB801f001;Anzahl der Einschlaghilfen für Stab-/Tiefenerder;numerisch;pc-5.1
EAB802;EAB802f001;Anzahl der C-Klemmen für Runddraht;numerisch;pc-5.1
